Feb 1,Lafeyette Elementary School,International Night,7:00 pm,http://maps.google.com/maps?q=Lafayette+Elementary+School+950+Moraga+Road,+Lafayette,+CA+94549&hl=en&sll=37.0625,-95.677068&sspn=55.016555,113.818359&hq=Lafayette+Elementary+School+950+Moraga+Road,+Lafayette,+CA+94549&t=m&z=15&iwloc=A
Feb 26,Pete's Harbor Redwood City,Triathlon Competition,8:30 am,http://maps.google.com/maps?q=Pete's+Harbor,+Uccelli+Boulevard,+Redwood+City,+CA&hl=en&ll=37.49924,-122.223845&spn=0.028055,0.055575&sll=37.492231,-122.214704&sspn=0.028058,0.055575&oq=petes+&hq=Pete's+Harbor,+Uccelli+Boulevard,+Redwood+City,+CA&t=m&z=15
Mar 22,Washington Manor Middle School in San Leandro,Multicultural Night,7:00 pm,http://maps.google.com/maps?q=Washington+Manor+Middle+School+in+San+Leandro&hl=en&sll=37.0625,-95.677068&sspn=55.016555,113.818359&hq=Washington+Manor+Middle+School&hnear=San+Leandro,+Alameda,+California&t=m&z=13&iwloc=A
Apr 15,Morgan Hill Buddhist Community Center,16th Annual Haru Matsuri Festival / Northern California Taiko Expo,1:30 pm,http://maps.google.com/maps?q=Morgan+Hill+Buddhist+Community+Center&hl=en&sll=37.0625,-95.677068&sspn=56.59387,113.818359&hq=Morgan+Hill+Buddhist+Community+Center&radius=15000&t=m&z=13
May 1,International Montessori School in Emeryville,Children's Day,11:30 am,http://maps.google.com/maps?q=International+Montessori+School+in+Emeryville&hl=en&sll=37.127461,-121.623773&sspn=0.112776,0.222301&hq=International+Montessori+School&hnear=Emeryville,+Alameda,+California&t=m&z=14
May 4,International Montessori School in Berkeley,Children's Day,11:30 am,http://maps.google.com/maps?q=International+Montessori+School+in+Emeryville&hl=en&sll=37.127461,-121.623773&sspn=0.112776,0.222301&hq=International+Montessori+School&hnear=Emeryville,+Alameda,+California&t=m&z=14
May 28,San Ramon Central Park,Art & Wind Festival,3:00 pm,http://maps.google.com/maps?q=San+Ramon+Central+Park,+Alcosta+Boulevard,+San+Ramon,+CA&hl=en&ll=37.767628,-121.954465&spn=0.027954,0.055575&sll=37.769274,-121.966473&sspn=0.027953,0.055575&oq=San+Ramon+Central+Park,&hq=San+Ramon+Central+Park,+Alcosta+Boulevard,+San+Ramon,+CA&t=m&z=15
Jun 7,Sandia National Laboratory in Livermore,Asian Week,11:30 am,http://maps.google.com/maps?q=Sandia+National+Laboratory+7011+East+Avenue,+Livermore,+CA&hl=en&sll=37.679881,-121.736841&sspn=0.055974,0.111151&hq=Sandia+National+Laboratory&hnear=7011+East+Ave,+Livermore,+California+94550&t=m&z=17&iwloc=A
Jun 9,Eden Japanese Community Center in San Lorenzo,Eden Bazaar in San Lorenzo,4:30 pm,http://maps.google.com/maps?q=+710+elgin+street+,+San+Lorenzo+CA&hl=en&sll=37.693793,-122.121263&layer=c&cbp=13,42.2,,0,0&cbll=37.693666,-122.121407&hnear=710+Elgin+St,+San+Lorenzo,+California+94580&t=m&z=17&iwloc=A&panoid=pklorLzRnr5pfiKjweifCA
Jun 10,Eden Japanese Community Center in San Lorenzo,Eden Bazaar in San Lorenzo,2:30 pm,http://maps.google.com/maps?q=+710+elgin+street+,+San+Lorenzo+CA&hl=en&sll=37.693793,-122.121263&layer=c&cbp=13,42.2,,0,0&cbll=37.693666,-122.121407&hnear=710+Elgin+St,+San+Lorenzo,+California+94580&t=m&z=17&iwloc=A&panoid=pklorLzRnr5pfiKjweifCA
Jul 8,Castro Valley,Run to Lake at Lake Chabot - sponsored by Eden Hospital,8:00 am,http://maps.google.com/maps?q=20103+Lake+Chabot+Rd.+Castro+Valley,+CA+94546-5367&hl=en&ll=37.697319,-122.086859&spn=0.006995,0.013894&sll=37.698635,-122.087787&sspn=0.006995,0.013894&hnear=20103+Lake+Chabot+Rd,+Castro+Valley,+California+94546&t=m&z=17
Sep 22,Dougherty Valley Performing Arts Center in San Ramon, 15th year Anniversary Concert,7:00 pm,http://maps.google.com/maps?q=Dougherty+Valley+Performing+Arts+Center+in+San+Ramon&hl=en&sll=37.686809,-122.124538&sspn=0.055969,0.111151&hq=Dougherty+Valley+Performing+Arts+Center&hnear=San+Ramon,+Contra+Costa,+California&t=m&z=13